1,674092E+0
2,044364E+0
1,675244E+0
1,675902E+0
1,946491E+0
1,674915E+0
1,675902E+0
1,677382E+0
1,679192E+0
1,678863E+0
1,678534E+0
1,677382E+0
1,677218E+0
4,276544E+0
1,676560E+0
1,677053E+0
3,854778E+0
1,675408E+0
1,674421E+0
4,112049E+0
1,674092E+0
1,672941E+0
1,672941E+0
3,092677E+0
1,673763E+0
1,673270E+0
3,430218E+0
1,673434E+0
1,673434E+0
3,569709E+0
1,673270E+0
1,674586E+0
1,676066E+0
1,674257E+0
1,674750E+0
3,455550E+0
1,674750E+0
1,676560E+0
3,323297E+0
1,675408E+0
1,676231E+0
3,339911E+0
1,675902E+0
1,676066E+0
3,488778E+0
1,674915E+0
1,675408E+0
3,438278E+0
1,675902E+0
1,676889E+0
3,211606E+0
1,675902E+0
1,677053E+0
1,679685E+0
1,675244E+0
1,677053E+0
1,675737E+0
1,675244E+0
1,676395E+0
1,675408E+0
1,674750E+0
1,675737E+0
3,097940E+0
1,674750E+0
1,675079E+0
3,139064E+0
1,674586E+0
1,675408E+0
3,191702E+0
1,674586E+0
1,675737E+0
2,454937E+0
1,674092E+0
4,619026E+0
1,674586E+0
1,674586E+0
3,953804E+0
1,674750E+0
1,674750E+0
3,947882E+0
1,674750E+0
1,674257E+0
3,873202E+0
1,673763E+0
1,674092E+0
3,921070E+0
1,674257E+0
1,674092E+0
3,480882E+0
1,674421E+0
1,674421E+0
3,364420E+0
1,675244E+0
1,674750E+0
3,397648E+0
1,674092E+0
1,674586E+0
3,349287E+0
1,673928E+0
1,674586E+0
