Time - Dev7/ai0	Amplitude - Dev7/ai0
0.888	3.84929
0.889	3.84418
0.89	3.84912
0.891	3.85176
0.892	3.85686
0.893	3.85621
0.894	3.85291
0.895	3.85571
0.896	3.85769
0.897	3.85653
0.898	3.85357
0.899	3.85538
0.9	3.85769
0.901	3.85242
0.902	3.85225
0.903	3.85143
0.904	3.84896
0.905	3.85225
0.906	3.85209
0.907	3.84995
0.908	3.85077
0.909	3.85093
0.91	3.84748
0.911	3.84945
0.912	3.85242
0.913	3.97891
0.914	4.04726
0.915	3.9127
0.916	3.77978
0.917	4.02074
0.918	4.12517
0.919	3.99703
0.92	3.90117
0.921	3.64983
0.922	3.67783
0.923	3.84616
0.924	3.79526
0.925	3.72642
0.926	3.76858
0.927	3.72724
0.928	4.01449
0.929	3.93773
0.93	3.77715
0.931	3.71769
0.932	3.83117
0.933	3.85406
0.934	3.85966
0.935	3.81701
0.936	3.85802
0.937	3.97759
0.938	4.01712
0.939	3.90166
0.94	3.78934
0.941	3.8455
0.942	3.89013
0.943	3.9155
0.944	3.83908
0.945	3.71242
0.946	3.78522
0.947	3.84435
0.948	3.82244
0.949	3.83628
0.95	3.85406
0.951	3.85621
0.952	3.88717
0.953	3.87053
0.954	3.8511
0.955	3.89705
0.956	3.90825
0.957	3.87745
0.958	3.84188
0.959	3.83595
0.96	3.83446
0.961	3.82392
0.962	3.81585
0.963	3.83628
0.964	3.85341
0.965	3.86263
0.966	3.85653
0.967	3.85159
0.968	3.87317
0.969	3.86625
0.97	3.84846
0.971	3.85159
0.972	3.84945
0.973	3.85028
0.974	3.85061
0.975	3.84023
0.976	3.84929
0.977	3.86411
0.978	3.86065
0.979	3.84781
0.98	3.85456
0.981	3.85686
0.982	3.84517
0.983	3.84797
0.984	3.84023
0.985	3.84698
0.986	3.85571
0.987	3.85126
0.988	3.84435
0.989	3.85588
0.99	3.85686
0.991	3.85242
0.992	3.85357
0.993	3.8595
0.994	3.85621
0.995	3.85472
0.996	3.85456
0.997	3.84846
0.998	3.85703
0.999	3.85028
