1,684279E+0
4,128809E+0
1,685266E+0
1,684608E+0
4,158584E+0
1,684772E+0
1,684772E+0
1,791700E+0
1,683950E+0
1,684114E+0
1,695301E+0
1,685430E+0
1,684772E+0
1,690201E+0
2,424710E+0
1,684443E+0
1,684772E+0
3,696820E+0
1,684937E+0
1,683621E+0
4,028790E+0
1,684608E+0
1,684608E+0
3,984703E+0
1,684772E+0
1,684114E+0
4,643543E+0
1,685430E+0
1,684279E+0
1,698591E+0
1,684937E+0
1,683621E+0
1,694972E+0
1,689214E+0
1,684608E+0
1,685759E+0
2,769510E+0
1,683456E+0
1,685101E+0
2,462217E+0
1,683456E+0
1,688885E+0
1,919519E+0
1,683950E+0
1,684608E+0
3,228806E+0
1,685101E+0
1,684443E+0
3,842406E+0
1,684772E+0
1,684772E+0
4,084721E+0
1,685101E+0
1,684608E+0
1,855692E+0
1,684937E+0
1,684608E+0
1,695301E+0
1,685595E+0
1,683456E+0
1,694314E+0
1,685430E+0
1,683621E+0
1,695465E+0
1,686088E+0
1,684937E+0
1,694972E+0
1,685924E+0
1,684608E+0
1,695465E+0
1,715370E+0
1,684772E+0
1,684608E+0
3,328002E+0
1,684772E+0
1,684772E+0
3,913308E+0
1,684772E+0
1,684608E+0
4,118116E+0
1,685430E+0
1,684937E+0
1,852073E+0
1,684937E+0
1,683621E+0
2,472416E+0
1,684772E+0
1,684279E+0
4,681709E+0
1,684608E+0
1,684772E+0
1,995849E+0
1,685266E+0
1,684772E+0
1,694972E+0
1,685595E+0
1,684608E+0
1,695301E+0
1,686088E+0
1,684772E+0
