1,739388E+0
3,955092E+0
3,170736E+0
1,685595E+0
1,685101E+0
1,684937E+0
1,684608E+0
1,685266E+0
1,684279E+0
1,684937E+0
1,695465E+0
4,202013E+0
3,412063E+0
1,685266E+0
1,684772E+0
1,684608E+0
1,684114E+0
1,684443E+0
1,684443E+0
1,690530E+0
1,696123E+0
3,993421E+0
3,368470E+0
1,685759E+0
1,684772E+0
1,684443E+0
1,684772E+0
1,684443E+0
1,684443E+0
1,693985E+0
1,709612E+0
3,958217E+0
2,478338E+0
1,685430E+0
1,685266E+0
1,684114E+0
1,684279E+0
1,684608E+0
1,684937E+0
1,694478E+0
1,798280E+0
3,908866E+0
1,691352E+0
1,685266E+0
1,684443E+0
1,684772E+0
1,684443E+0
1,684443E+0
1,694807E+0
4,675622E+0
3,622629E+0
1,685759E+0
1,684937E+0
1,684608E+0
1,684279E+0
1,684279E+0
1,684608E+0
1,684114E+0
1,691846E+0
1,705335E+0
3,941602E+0
2,959841E+0
1,685430E+0
1,685266E+0
1,684279E+0
1,684772E+0
1,684114E+0
1,682963E+0
1,684608E+0
1,695959E+0
4,584980E+0
3,609304E+0
1,688227E+0
1,684772E+0
1,684114E+0
1,684114E+0
1,684279E+0
1,684443E+0
1,684443E+0
1,694807E+0
1,806176E+0
3,948676E+0
2,343116E+0
1,684443E+0
1,684279E+0
1,683456E+0
1,683621E+0
1,683621E+0
1,684114E+0
1,694643E+0
2,922005E+0
3,841255E+0
1,701058E+0
1,685266E+0
1,684443E+0
1,684279E+0
1,683950E+0
1,684608E+0
1,684114E+0
1,695301E+0
4,551092E+0
3,819047E+0
1,686088E+0
1,685595E+0
1,684443E+0
1,684608E+0
1,684443E+0
1,684443E+0
1,684772E+0
1,694972E+0
2,380130E+0
3,917256E+0
1,715535E+0
1,685430E+0
1,684114E+0
1,684772E+0
1,684114E+0
1,684772E+0
1,684443E+0
1,694478E+0
1,708461E+0
3,920217E+0
1,689707E+0
1,685266E+0
1,684772E+0
1,684443E+0
1,684443E+0
1,684114E+0
1,684443E+0
1,684772E+0
1,695136E+0
4,278179E+0
3,450886E+0
1,685759E+0
1,685266E+0
1,684772E+0
1,684114E+0
1,684443E+0
1,684608E+0
1,688720E+0
1,718331E+0
3,928771E+0
2,558287E+0
1,685430E+0
1,684608E+0
1,683950E+0
1,684772E+0
1,684443E+0
1,683621E+0
1,692010E+0
1,695794E+0
4,299235E+0
3,490696E+0
1,685430E+0
1,685595E+0
1,684443E+0
1,684279E+0
1,684279E+0
1,684114E+0
1,683621E+0
1,694807E+0
2,265306E+0
3,883532E+0
1,821475E+0
1,684279E+0
1,684772E+0
1,683621E+0
1,683785E+0
1,683785E+0
1,683950E+0
1,693820E+0
4,685657E+0
3,775618E+0
1,685924E+0
1,685430E+0
1,684608E+0
1,684608E+0
1,684443E+0
1,684608E+0
1,684608E+0
1,695136E+0
4,448276E+0
3,701591E+0
1,696617E+0
1,684772E+0
1,684114E+0
1,684608E+0
1,684443E+0
1,684772E+0
1,684937E+0
1,694807E+0
1,749258E+0
3,910018E+0
2,477516E+0
1,685266E+0
1,684772E+0
1,684608E+0
1,684443E+0
1,684114E+0
1,684608E+0
1,685430E+0
1,710435E+0
4,014478E+0
3,588905E+0
1,686253E+0
1,685101E+0
1,684772E+0
1,684608E+0
1,684608E+0
1,684443E+0
1,684772E+0
1,695301E+0
1,907510E+0
3,922355E+0
2,109192E+0
1,685266E+0
1,684443E+0
1,684608E+0
1,684279E+0
1,684443E+0
1,684772E+0
1,694478E+0
2,360718E+0
3,926139E+0
3,054760E+0
1,685759E+0
1,684937E+0
1,684443E+0
1,684114E+0
1,684279E+0
1,684608E+0
1,683950E+0
1,694972E+0
4,595015E+0
3,863792E+0
1,687898E+0
1,684114E+0
1,683785E+0
1,683785E+0
1,683785E+0
1,684279E+0
1,684279E+0
1,694643E+0
4,174376E+0
3,129116E+0
1,685759E+0
1,684772E+0
1,684443E+0
1,684443E+0
1,683785E+0
1,684443E+0
1,685266E+0
1,696452E+0
4,002798E+0
2,974647E+0
1,685595E+0
1,684937E+0
1,684772E+0
1,684608E+0
1,684279E+0
1,684443E+0
1,684443E+0
1,695136E+0
4,138350E+0
3,719193E+0
1,685759E+0
1,684937E+0
1,684608E+0
1,684114E+0
1,683950E+0
1,684114E+0
1,686417E+0
1,695301E+0
4,204645E+0
3,868398E+0
1,695794E+0
1,685266E+0
1,684608E+0
1,683950E+0
1,683950E+0
1,684443E+0
1,684608E+0
1,695301E+0
2,185522E+0
3,970062E+0
3,415189E+0
1,685924E+0
1,685101E+0
1,684608E+0
1,684608E+0
1,684443E+0
1,683950E+0
1,684608E+0
1,694314E+0
4,079622E+0
3,099012E+0
1,684937E+0
1,684279E+0
1,684608E+0
1,684114E+0
1,684279E+0
1,684114E+0
1,689543E+0
1,697604E+0
4,086202E+0
2,836134E+0
1,685101E+0
1,684279E+0
1,684608E+0
1,684114E+0
1,684114E+0
1,684772E+0
1,694972E+0
1,947978E+0
3,982400E+0
2,125971E+0
1,684937E+0
1,684937E+0
1,684279E+0
1,684279E+0
1,684279E+0
1,684443E+0
1,685924E+0
1,695301E+0
4,099362E+0
3,489051E+0
1,685924E+0
1,684937E+0
1,684443E+0
1,684279E+0
1,684608E+0
1,684279E+0
1,684114E+0
1,694478E+0
4,622487E+0
3,816250E+0
1,685266E+0
1,685101E+0
1,684443E+0
1,684279E+0
